coverage_id,project,month,source_ids,notes,kind,index_state,threads_state,board_state
maven-2025-01,maven,2025-01,index-maven-2025-01;mailbox-maven-2025-01,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-02,maven,2025-02,index-maven-2025-02;mailbox-maven-2025-02,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-03,maven,2025-03,index-maven-2025-03;mailbox-maven-2025-03,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-04,maven,2025-04,index-maven-2025-04;mailbox-maven-2025-04,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-05,maven,2025-05,index-maven-2025-05;mailbox-maven-2025-05,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-06,maven,2025-06,index-maven-2025-06;mailbox-maven-2025-06,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-07,maven,2025-07,index-maven-2025-07;mailbox-maven-2025-07,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-08,maven,2025-08,index-maven-2025-08;mailbox-maven-2025-08,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-09,maven,2025-09,index-maven-2025-09;mailbox-maven-2025-09,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-10,maven,2025-10,index-maven-2025-10;mailbox-maven-2025-10,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-11,maven,2025-11,index-maven-2025-11;mailbox-maven-2025-11,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
maven-2025-12,maven,2025-12,index-maven-2025-12;mailbox-maven-2025-12,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-01,ant,2023-01,index-ant-2023-01;mailbox-ant-2023-01,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-02,ant,2023-02,index-ant-2023-02;mailbox-ant-2023-02,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-03,ant,2023-03,index-ant-2023-03;mailbox-ant-2023-03,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-04,ant,2023-04,index-ant-2023-04;mailbox-ant-2023-04,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-05,ant,2023-05,index-ant-2023-05;mailbox-ant-2023-05,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-06,ant,2023-06,index-ant-2023-06;mailbox-ant-2023-06,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-07,ant,2023-07,index-ant-2023-07;mailbox-ant-2023-07,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-08,ant,2023-08,index-ant-2023-08;mailbox-ant-2023-08,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-09,ant,2023-09,index-ant-2023-09;mailbox-ant-2023-09,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-10,ant,2023-10,index-ant-2023-10;mailbox-ant-2023-10,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-11,ant,2023-11,index-ant-2023-11;mailbox-ant-2023-11,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2023-12,ant,2023-12,index-ant-2023-12;mailbox-ant-2023-12,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-01,ant,2024-01,index-ant-2024-01;mailbox-ant-2024-01,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-02,ant,2024-02,index-ant-2024-02;mailbox-ant-2024-02,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-03,ant,2024-03,index-ant-2024-03;mailbox-ant-2024-03,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-04,ant,2024-04,index-ant-2024-04;mailbox-ant-2024-04,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-05,ant,2024-05,index-ant-2024-05;mailbox-ant-2024-05,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-06,ant,2024-06,index-ant-2024-06;mailbox-ant-2024-06,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-07,ant,2024-07,index-ant-2024-07;mailbox-ant-2024-07,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-08,ant,2024-08,index-ant-2024-08;mailbox-ant-2024-08,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-09,ant,2024-09,index-ant-2024-09;mailbox-ant-2024-09,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-10,ant,2024-10,index-ant-2024-10;mailbox-ant-2024-10,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-11,ant,2024-11,index-ant-2024-11;mailbox-ant-2024-11,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2024-12,ant,2024-12,index-ant-2024-12;mailbox-ant-2024-12,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-01,ant,2025-01,index-ant-2025-01;mailbox-ant-2025-01,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-02,ant,2025-02,index-ant-2025-02;mailbox-ant-2025-02,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-03,ant,2025-03,index-ant-2025-03;mailbox-ant-2025-03,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-04,ant,2025-04,index-ant-2025-04;mailbox-ant-2025-04,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-05,ant,2025-05,index-ant-2025-05;mailbox-ant-2025-05,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-06,ant,2025-06,index-ant-2025-06;mailbox-ant-2025-06,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-07,ant,2025-07,index-ant-2025-07;mailbox-ant-2025-07,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-08,ant,2025-08,index-ant-2025-08;mailbox-ant-2025-08,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-09,ant,2025-09,index-ant-2025-09;mailbox-ant-2025-09,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-10,ant,2025-10,index-ant-2025-10;mailbox-ant-2025-10,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-11,ant,2025-11,index-ant-2025-11;mailbox-ant-2025-11,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
ant-2025-12,ant,2025-12,index-ant-2025-12;mailbox-ant-2025-12,Complete returned index and mailbox original Message-ID multisets match. Availability established for all indexed messages; eligibility and mechanisms not screened.,development,reviewable,retrievable,unknown
